group,variable,donated,received,value
Denmark,2001,1816.5731,0,1816.5731
Denmark,2002,1575.4337,0,1575.4337
Denmark,2003,1006.232,0,1006.232
Denmark,2004,2232.9097,0,2232.9097
Denmark,2005,1980.9369,0.4252,1980.5118
Denmark,2006,1708.3347,0,1708.3347
Denmark,2007,1653.4434,0,1653.4434
Denmark,2008,1614.6861,0,1614.6861
Denmark,2009,2028.5164,0,2028.5164
Denmark,2010,1827.5618,0,1827.5618
Denmark,2011,2315.7916,0,2315.7916
Denmark,2012,2042.6447,0,2042.6447
Denmark,2013,2084.0878,0,2084.0878
Egypt,1959,0,458.2304,-458.2304
Egypt,1964,0,199.3786,-199.3786
Egypt,1968,0,66.9173,-66.9173
Egypt,1970,0,168.042,-168.042
Egypt,1971,0,183.0053,-183.0053
Egypt,1972,0,1.0916,-1.0916
Egypt,1973,0,918.0783,-918.0783
Egypt,1974,0,2181.9101,-2181.9101
Egypt,1975,0,4370.7931,-4370.7931
Egypt,1976,0,4043.0366,-4043.0366
Egypt,1977,0,5534.8218,-5534.8218
Egypt,1978,0,3835.1355,-3835.1355
Egypt,1979,0,3198.5978,-3198.5978
Egypt,1980,0,5226.7144,-5226.7144
Egypt,1981,0,4784.1878,-4784.1878
Egypt,1982,0,4678.7986,-4678.7986
Egypt,1983,0,4449.4466,-4449.4466
Egypt,1984,0,5746.4906,-5746.4906
Egypt,1985,0,4797.5427,-4797.5427
Egypt,1986,0,3954.0372,-3954.0372
Egypt,1987,0,2592.6946,-2592.6946
Egypt,1988,0,4260.7574,-4260.7574
Egypt,1989,0,3778.1727,-3778.1727
Egypt,1990,0,4025.0908,-4025.0908
Egypt,1991,0,13464.3222,-13464.3222
Egypt,1992,0,5777.8412,-5777.8412
Egypt,1993,0,5692.3511,-5692.3511
Egypt,1994,0,3434.9635,-3434.9635
Egypt,1995,0,2706.4661,-2706.4661
Egypt,1996,0,3421.8687,-3421.8687
Egypt,1997,0,2760.4935,-2760.4935
Egypt,1998,0,3735.1129,-3735.1129
Egypt,1999,0,2879.3783,-2879.3783
Egypt,2000,0,2258.6183,-2258.6183
Egypt,2001,0,3313.1805,-3313.1805
Egypt,2002,0,3337.0769,-3337.0769
Egypt,2003,0,2715.7323,-2715.7323
Egypt,2004,0,2565.5737,-2565.5737
Egypt,2005,0,2546.9666,-2546.9666
Egypt,2006,0,5162.5079,-5162.5079
Egypt,2007,0,3180.003,-3180.003
Egypt,2008,0,3391.3206,-3391.3206
Egypt,2009,0,2889.8986,-2889.8986
Egypt,2010,0,5944.6885,-5944.6885
Egypt,2011,0,1969.8495,-1969.8495
Egypt,2012,0,3402.7114,-3402.7114
Egypt,2013,0,8664.1249,-8664.1249
Ethiopia,1950,0,56.7719,-56.7719
Ethiopia,1951,0,12.1654,-12.1654
Ethiopia,1957,0,121.6541,-121.6541
Ethiopia,1961,0,15.9966,-15.9966
Ethiopia,1962,0,22.2883,-22.2883
Ethiopia,1963,0,100.3796,-100.3796
Ethiopia,1964,0,170.7507,-170.7507
Ethiopia,1965,0,34.2098,-34.2098
Ethiopia,1966,0,50.5249,-50.5249
Ethiopia,1968,0,144.7599,-144.7599
Ethiopia,1969,0,210.2865,-210.2865
Ethiopia,1970,0,20.0358,-20.0358
Ethiopia,1971,0,84.7925,-84.7925
Ethiopia,1972,0,246.1535,-246.1535
Ethiopia,1973,0,625.5371,-625.5371
Ethiopia,1974,0,471.9608,-471.9608
Ethiopia,1975,0,690.2569,-690.2569
Ethiopia,1976,0,121.5708,-121.5708
Ethiopia,1977,0,541.4877,-541.4877
Ethiopia,1978,0,242.8591,-242.8591
Ethiopia,1979,0,198.8153,-198.8153
Ethiopia,1980,0,362.1667,-362.1667
Ethiopia,1981,0,511.6272,-511.6272
Ethiopia,1982,0,673.0578,-673.0578
Ethiopia,1983,0,864.4384,-864.4384
Ethiopia,1984,0,1555.2331,-1555.2331
Ethiopia,1985,0,1052.2936,-1052.2936
Ethiopia,1986,0,1018.8561,-1018.8561
Ethiopia,1987,0,1065.1153,-1065.1153
Ethiopia,1988,0,1742.4337,-1742.4337
Ethiopia,1989,0,1472.6222,-1472.6222
Ethiopia,1990,0,857.0852,-857.0852
Ethiopia,1991,0,461.6052,-461.6052
Ethiopia,1992,0,1635.7828,-1635.7828
Ethiopia,1993,0,1102.3049,-1102.3049
Ethiopia,1994,0,801.9457,-801.9457
Ethiopia,1995,0,1050.0968,-1050.0968
Ethiopia,1996,0,1027.8346,-1027.8346
Ethiopia,1997,0,1035.1455,-1035.1455
Ethiopia,1998,0,2248.558,-2248.558
Ethiopia,1999,0,678.1712,-678.1712
Ethiopia,2000,0,1590.3083,-1590.3083
Ethiopia,2001,0,1877.0587,-1877.0587
Ethiopia,2002,0,2355.3453,-2355.3453
Ethiopia,2003,0,2385.7948,-2385.7948
Ethiopia,2004,0,3240.341,-3240.341
Ethiopia,2005,0,2804.6375,-2804.6375
Ethiopia,2006,0,2899.1742,-2899.1742
Ethiopia,2007,0,2996.5132,-2996.5132
Ethiopia,2008,0,3957.8246,-3957.8246
Ethiopia,2009,0,4338.2181,-4338.2181
Ethiopia,2010,0,3325.1358,-3325.1358
Ethiopia,2011,0,2612.4275,-2612.4275
Ethiopia,2012,0,4947.1943,-4947.1943
Ethiopia,2013,0,3161.1485,-3161.1485
Ethiopia,9999,0,7.5914,-7.5914
Finland,1949,0,120.032,-120.032
Finland,1952,0,190.5914,-190.5914
Finland,1955,0,97.3233,-97.3233
Finland,1956,0,121.6541,-121.6541
Finland,1959,0,300.0801,-300.0801
Finland,1961,0,199.9573,-199.9573
Finland,1962,0,192.1406,-192.1406
Finland,1963,0,52.0487,-52.0487
Finland,1964,0,207.0806,-207.0806
Finland,1965,0,99.7785,-99.7785
Finland,1966,0,140.3471,-140.3471
Finland,1969,0,148.7557,-148.7557
Finland,1970,0,129.2631,-129.2631
Finland,1971,0,79.3023,-79.3023
Finland,1972,0,109.159,-109.159
Finland,1974,83.6276,0,83.6276
Finland,1975,84.3135,78.4484,5.865
Finland,1976,60.6516,0,60.6516
Finland,1977,17.0107,0,17.0107
Finland,1978,7.8766,0,7.8766
Finland,1979,152.1544,0,152.1544
Finland,1980,22.4772,0,22.4772
Finland,1981,129.838,0,129.838
Finland,1982,70.6215,0,70.6215
Finland,1983,89.6571,70.5385,19.1187
Finland,1984,105.0543,26.5536,78.5007
Finland,1985,32.8979,0,32.8979
Finland,1986,46.0449,83.5297,-37.4848
Finland,1987,461.5064,0,461.5064
Finland,1988,643.3217,0,643.3217
Finland,1989,761.9601,0,761.9601
Finland,1990,647.5966,0,647.5966
Finland,1991,897.9775,0,897.9775
Finland,1992,536.1357,0,536.1357
Finland,1993,386.3331,0,386.3331
Finland,1994,264.3182,0,264.3182
Finland,1995,296.7605,0,296.7605
Finland,1996,291.9708,0,291.9708
Finland,1997,294.3588,0,294.3588
Finland,1998,335.1201,0,335.1201
Finland,1999,384.8343,0,384.8343
Finland,2000,389.8033,0,389.8033
Finland,2001,508.5341,0,508.5341
Finland,2002,509.0584,0,509.0584
Finland,2003,586.9501,0,586.9501
Finland,2004,621.2884,0,621.2884
Finland,2005,888.6417,0,888.6417
Finland,2006,790.1345,0.0737,790.0609
Finland,2007,747.0197,0,747.0197
Finland,2008,978.1556,0,978.1556
Finland,2009,1405.1376,0,1405.1376
Finland,2010,1168.2568,0,1168.2568
Finland,2011,1181.8687,0,1181.8687
Finland,2012,870.3948,0,870.3948
Finland,2013,888.8231,0,888.8231
France,1947,0,2027.5683,-2027.5683
France,1973,3009.353,0,3009.353
France,1974,2928.5385,0,2928.5385
France,1975,1595.7283,0,1595.7283
France,1976,2031.0315,0,2031.0315
France,1977,2728.7995,0,2728.7995
France,1978,1413.2155,0,1413.2155
France,1979,1617.516,0,1617.516
France,1980,2878.1567,116.6098,2761.5469
France,1981,2954.2412,120.9228,2833.3184
France,1982,3187.1434,0,3187.1434
France,1983,2891.2076,0,2891.2076
France,1984,4427.7408,0,4427.7408
France,1985,3369.2617,0,3369.2617
France,1986,3622.5708,5.5588,3617.012
France,1987,3170.5538,0,3170.5538
France,1988,4472.3308,0,4472.3308
France,1989,5338.6512,0,5338.6512
France,1990,4275.0083,0,4275.0083
France,1991,5125.3654,0,5125.3654
France,1992,4075.5975,0,4075.5975
France,1993,3981.2304,0,3981.2304
France,1994,3997.9706,0,3997.9706
France,1995,4174.5845,0,4174.5845
France,1996,4183.9339,0,4183.9339
France,1997,3978.4563,0,3978.4563
France,1998,6156.4177,0.4907,6155.927
France,1999,5931.0438,0.4826,5930.5611
France,2000,6099.3552,0,6099.3552
France,2001,6548.4257,0,6548.4257
France,2002,8217.9464,0,8217.9464
France,2003,10954.9112,0,10954.9112
France,2004,8935.462,0,8935.462
France,2005,11170.4586,0.4118,11170.0468
France,2006,11821.4285,0,11821.4285
France,2007,9126.2005,0,9126.2005
France,2008,10789.7851,0.0082,10789.7768
France,2009,10034.5449,0,10034.5449
France,2010,11195.3995,0,11195.3995
France,2011,8856.8361,0,8856.8361
France,2012,12042.5226,0,12042.5226
France,2013,10256.169,0,10256.169
Gambia,1970,0,13.5726,-13.5726
Gambia,1972,0,7.0953,-7.0953
Gambia,1973,0,24.4859,-24.4859
Gambia,1974,0,103.2763,-103.2763
Gambia,1975,0,34.0645,-34.0645
Gambia,1976,0,73.3436,-73.3436
Gambia,1977,0,112.6379,-112.6379
Gambia,1978,0,71.7483,-71.7483
Gambia,1979,0,122.946,-122.946
Gambia,1980,0,183.7075,-183.7075
Gambia,1981,0,117.5335,-117.5335
Gambia,1982,0,133.4886,-133.4886
Gambia,1983,0,103.5055,-103.5055
Gambia,1984,0,228.3265,-228.3265
Gambia,1985,0,34.5642,-34.5642
Gambia,1986,0,195.7215,-195.7215
Gambia,1987,0,131.6548,-131.6548
Gambia,1988,0,217.5751,-217.5751
Gambia,1989,0,165.2601,-165.2601
Gambia,1990,0,130.7465,-130.7465
Gambia,1991,0,147.1978,-147.1978
Gambia,1992,0,88.29,-88.29
Gambia,1993,0,133.239,-133.239
Gambia,1994,0,36.6625,-36.6625
Gambia,1995,0,17.2771,-17.2771
Gambia,1996,0,28.5455,-28.5455
Gambia,1997,0,51.4108,-51.4108
Gambia,1998,0,139.2281,-139.2281
Gambia,1999,0,128.9428,-128.9428
Gambia,2000,0,87.2172,-87.2172
Gambia,2001,0,172.3874,-172.3874
Gambia,2002,0,153.6854,-153.6854
Gambia,2003,0,41.0437,-41.0437
Gambia,2004,0,115.3856,-115.3856
Gambia,2005,0,180.3263,-180.3263
Gambia,2006,0,100.4242,-100.4242
Gambia,2007,0,98.4127,-98.4127
Gambia,2008,0,108.2558,-108.2558
Gambia,2009,0,146.4597,-146.4597
Gambia,2010,0,171.0146,-171.0146
Gambia,2011,0,98.7931,-98.7931
Gambia,2012,0,276.8642,-276.8642
Gambia,2013,0,165.1299,-165.1299
Gambia,9999,0,3.95,-3.95
Germany,1973,3224.2374,0,3224.2374
Germany,1974,5251.2565,0,5251.2565
Germany,1975,3936.5314,0,3936.5314
Germany,1976,3788.6662,0,3788.6662
Germany,1977,3442.8458,0,3442.8458
Germany,1978,4099.7567,0,4099.7567
Germany,1979,6754.2459,0,6754.2459
Germany,1980,7439.665,0,7439.665
Germany,1981,6209.8073,0,6209.8073
Germany,1982,4673.6242,0,4673.6242
Germany,1983,3719.0972,0,3719.0972
Germany,1984,5380.6366,0,5380.6366
Germany,1985,5371.1107,0,5371.1107
Germany,1986,4072.2515,0,4072.2515
Germany,1987,4481.0013,0,4481.0013
Germany,1988,4946.5335,0,4946.5335
Germany,1989,8796.3418,0,8796.3418
Germany,1990,8545.0539,0,8545.0539
Germany,1991,5078.7177,0,5078.7177
Germany,1992,13928.7721,0,13928.7721
Germany,1993,10972.6209,0,10972.6209
Germany,1994,10954.0539,0,10954.0539
Germany,1995,12592.2893,0,12592.2893
Germany,1996,6781.8712,0,6781.8712
Germany,1997,11875.6115,0,11875.6115
Germany,1998,3854.5318,0,3854.5318
Germany,1999,6213.5526,0,6213.5526
Germany,2000,12104.9889,0,12104.9889
Germany,2001,6960.1569,0,6960.1569
Germany,2002,7866.0387,0,7866.0387
Germany,2003,8091.5884,0,8091.5884
Germany,2004,7384.9172,0.0315,7384.8857
Germany,2005,10982.3122,0,10982.3122
Germany,2006,11065.344,0,11065.344
Germany,2007,12244.0589,0.0287,12244.0302
Germany,2008,14595.0928,0,14595.0928
Germany,2009,11058.0414,0,11058.0414
Germany,2010,11884.7601,0,11884.7601
Germany,2011,12512.7679,0,12512.7679
Germany,2012,13078.0055,0,13078.0055
Germany,2013,14912.7638,0,14912.7638
Guinea-Bissau,1973,0,1.8839,-1.8839
Guinea-Bissau,1974,0,6.8214,-6.8214
Guinea-Bissau,1975,0,52.2156,-52.2156
Guinea-Bissau,1976,0,111.918,-111.918
Guinea-Bissau,1977,0,117.7757,-117.7757
Guinea-Bissau,1978,0,197.6577,-197.6577
Guinea-Bissau,1979,0,157.1903,-157.1903
Guinea-Bissau,1980,0,76.3534,-76.3534
Guinea-Bissau,1981,0,162.9219,-162.9219
Guinea-Bissau,1982,0,152.3189,-152.3189
Guinea-Bissau,1983,0,276.5031,-276.5031
Guinea-Bissau,1984,0,178.2693,-178.2693
Guinea-Bissau,1985,0,144.5728,-144.5728
Guinea-Bissau,1986,0,83.7178,-83.7178
Guinea-Bissau,1987,0,296.2448,-296.2448
Guinea-Bissau,1988,0,150.9504,-150.9504
Guinea-Bissau,1989,0,373.2329,-373.2329
Guinea-Bissau,1990,0,148.0705,-148.0705
Guinea-Bissau,1991,0,103.0661,-103.0661
Guinea-Bissau,1992,0,89.3013,-89.3013
Guinea-Bissau,1993,0,103.9719,-103.9719
Guinea-Bissau,1994,0,337.9156,-337.9156
Guinea-Bissau,1995,0,138.5466,-138.5466
Guinea-Bissau,1996,0,213.6915,-213.6915
Guinea-Bissau,1997,0,130.4098,-130.4098
Guinea-Bissau,1998,0,45.636,-45.636
Guinea-Bissau,1999,0,95.6454,-95.6454
Guinea-Bissau,2000,0,317.2279,-317.2279
Guinea-Bissau,2001,0,98.0464,-98.0464
Guinea-Bissau,2002,0,140.2269,-140.2269
Guinea-Bissau,2003,0,158.2239,-158.2239
Guinea-Bissau,2004,0,84.8148,-84.8148
Guinea-Bissau,2005,0,94.4252,-94.4252
Guinea-Bissau,2006,0,98.0287,-98.0287
Guinea-Bissau,2007,0,143.7628,-143.7628
Guinea-Bissau,2008,0,134.6461,-134.6461
Guinea-Bissau,2009,0,142.7594,-142.7594
Guinea-Bissau,2010,0,154.2609,-154.2609
Guinea-Bissau,2011,0,76.2834,-76.2834
Guinea-Bissau,2012,0,67.0254,-67.0254
Guinea-Bissau,2013,0,90.222,-90.222
India,1949,0,356.852,-356.852
India,1950,0,150.0401,-150.0401
India,1952,0,255.4736,-255.4736
India,1953,0,158.1503,-158.1503
India,1954,0,131.3864,-131.3864
India,1955,0,81.1027,-81.1027
India,1956,0,770.4759,-770.4759
India,1957,0,1118.4067,-1118.4067
India,1958,0,1240.8718,-1240.8718
India,1959,0,689.3732,-689.3732
India,1960,0,729.9246,-729.9246
India,1961,0,1711.6344,-1711.6344
India,1962,0,1106.7301,-1106.7301
India,1963,0,873.674,-873.674
India,1964,0,1344.2077,-1344.2077
India,1965,0,1667.7257,-1667.7257
India,1966,0,2357.8309,-2357.8309
India,1967,0,178.3645,-178.3645
India,1969,0,1676.8827,-1676.8827
India,1970,0,1569.8998,-1569.8998
India,1971,0,2360.7689,-2360.7689
India,1972,0,1693.0558,-1693.0558
India,1973,0,5732.8016,-5732.8016
India,1974,0,6721.5121,-6721.5121
India,1975,0,6542.6031,-6542.6031
India,1976,0,4810.9075,-4810.9075
India,1977,0,7114.633,-7114.633
India,1978,0,7412.5458,-7412.5458
India,1979,0,6049.2212,-6049.2212
India,1980,0,7665.2761,-7665.2761
India,1981,0,21351.1452,-21351.1452
India,1982,0,8055.2714,-8055.2714
India,1983,0,7325.2715,-7325.2715
India,1984,0,12047.6441,-12047.6441
India,1985,0,10319.4185,-10319.4185
India,1986,0,7925.8507,-7925.8507
India,1987,0,11488.9609,-11488.9609
India,1988,0,9585.6178,-9585.6178
India,1989,0,9771.3613,-9771.3613
India,1990,0,6961.3555,-6961.3555
India,1991,0,11791.4319,-11791.4319
India,1992,0,10362.5835,-10362.5835
India,1993,0,5521.9788,-5521.9788
India,1994,0,7467.0664,-7467.0664
India,1995,0,7076.8417,-7076.8417
India,1996,0,7852.3084,-7852.3084
India,1997,0,9480.3184,-9480.3184
India,1998,0,5829.3503,-5829.3503
India,1999,0,4440.5278,-4440.5278
India,2000,0,7606.7866,-7606.7866
India,2001,0,9045.5024,-9045.5024
India,2002,0,9324.0212,-9324.0212
India,2003,0,6589.3915,-6589.3915
India,2004,0,8539.8407,-8539.8407
India,2005,0,6084.4494,-6084.4494
India,2006,156.845,9276.5676,-9119.7226
India,2007,404.2137,11081.932,-10677.7183
India,2008,1507.8563,12069.2253,-10561.369
India,2009,1507.0445,15335.6002,-13828.5557
India,2010,642.5922,12825.5684,-12182.9762
India,2011,0,13448.7452,-13448.7452
India,2012,0,7311.688,-7311.688
India,2013,0,9520.2883,-9520.2883
India,9999,0,10.25,-10.25
Indonesia,1968,0,49.3686,-49.3686
Indonesia,1969,0,424.3595,-424.3595
Indonesia,1970,0,764.3131,-764.3131
Indonesia,1971,0,563.8395,-563.8395
Indonesia,1972,0,676.813,-676.813
Indonesia,1973,0,4312.218,-4312.218
Indonesia,1974,0,4266.3,-4266.3
Indonesia,1975,0,3444.296,-3444.296
Indonesia,1976,0,4340.3495,-4340.3495
Indonesia,1977,0,5362.4837,-5362.4837
Indonesia,1978,0,4062.0184,-4062.0184
Indonesia,1979,0,6515.3311,-6515.3311
Indonesia,1980,0,6445.1943,-6445.1943
Indonesia,1981,0,5399.4227,-5399.4227
Indonesia,1982,0,6321.6733,-6321.6733
Indonesia,1983,0,6696.6405,-6696.6405
Indonesia,1984,0,7044.4959,-7044.4959
Indonesia,1985,0,7283.2702,-7283.2702
Indonesia,1986,0,4097.6818,-4097.6818
Indonesia,1987,0,7287.0276,-7287.0276
Indonesia,1988,0,6816.1608,-6816.1608
Indonesia,1989,0,9309.2018,-9309.2018
Indonesia,1990,0,8723.062,-8723.062
Indonesia,1991,0,9537.0165,-9537.0165
Indonesia,1992,0,7909.7048,-7909.7048
Indonesia,1993,0,6994.6154,-6994.6154
Indonesia,1994,0,6858.9728,-6858.9728
Indonesia,1995,0,8938.4086,-8938.4086
Indonesia,1996,0,9646.7235,-9646.7235
Indonesia,1997,0,13320.8338,-13320.8338
Indonesia,1998,0,20833.1069,-20833.1069
Indonesia,1999,0,9212.1001,-9212.1001
Indonesia,2000,0,11610.4358,-11610.4358
Indonesia,2001,0,6401.3701,-6401.3701
Indonesia,2002,0,4043.7616,-4043.7616
Indonesia,2003,0,6464.7975,-6464.7975
Indonesia,2004,0,3781.3605,-3781.3605
Indonesia,2005,0,7892.982,-7892.982
Indonesia,2006,0,6574.235,-6574.235
Indonesia,2007,0,5917.2786,-5917.2786
Indonesia,2008,0,7505.9105,-7505.9105
Indonesia,2009,0,10748.7518,-10748.7518
Indonesia,2010,0,7601.338,-7601.338
Indonesia,2011,0,4540.2484,-4540.2484
Indonesia,2012,0,5181.4817,-5181.4817
Indonesia,2013,0,5813.3834,-5813.3834
Iraq,1950,0,103.8115,-103.8115
Iraq,1966,0,161.3991,-161.3991
Iraq,1971,0,232.8513,-232.8513
Iraq,1972,0,70.4075,-70.4075
Iraq,1973,0,394.9594,-394.9594
Iraq,1975,0,361.4444,-361.4444
Iraq,1977,0,208.9693,-208.9693
Iraq,1978,0,0.5935,-0.5935
Iraq,1979,0,0.2749,-0.2749
Iraq,1981,0,0.8317,-0.8317
Iraq,1982,0,119.9763,-119.9763
Iraq,1983,0,29.7614,-29.7614
Iraq,1984,0,112.3094,-112.3094
Iraq,1985,0,245.8949,-245.8949
Iraq,1986,0,2.3988,-2.3988
Iraq,1987,0,61.035,-61.035
Iraq,1988,0,53.0319,-53.0319
Iraq,1989,0,123.8659,-123.8659
Iraq,1990,0,208.1439,-208.1439
Iraq,1991,0,40.4421,-40.4421
Iraq,1992,0,29.2408,-29.2408
Iraq,1993,0,15.6334,-15.6334
Iraq,1994,0,22.7993,-22.7993
Iraq,1995,0,99.5692,-99.5692
Iraq,1996,0,231.8506,-231.8506
Iraq,1997,0,178.5416,-178.5416
Iraq,1998,0,123.1987,-123.1987
Iraq,1999,0,147.3907,-147.3907
Iraq,2000,0,146.9109,-146.9109
Iraq,2001,0,186.3333,-186.3333
Iraq,2002,0,116.4102,-116.4102
Iraq,2003,0,6717.3159,-6717.3159
Iraq,2004,0,11305.8426,-11305.8426
Iraq,2005,0,25053.6046,-25053.6046
Iraq,2006,0,10956.9183,-10956.9183
Iraq,2007,0,10738.6235,-10738.6235
Iraq,2008,0,12012.5804,-12012.5804
Iraq,2009,0,3340.5001,-3340.5001
Iraq,2010,0,4394.5658,-4394.5658
Iraq,2011,0,1788.1669,-1788.1669
Iraq,2012,0,1811.7264,-1811.7264
Iraq,2013,0,1517.1173,-1517.1173
Italy,1951,0,81.1027,-81.1027
Italy,1953,0,81.1027,-81.1027
Italy,1955,0,567.7191,-567.7191
Italy,1956,0,605.0264,-605.0264
Italy,1958,0,608.2705,-608.2705
Italy,1959,0,486.6164,-486.6164
Italy,1965,0,712.7033,-712.7033
Italy,1973,856.7828,0,856.7828
Italy,1974,58.186,0,58.186
Italy,1975,162.2652,0,162.2652
Italy,1976,109.4762,0,109.4762
Italy,1977,62.009,0,62.009
Italy,1980,85.4122,894.5048,-809.0926
Italy,1981,882.8123,3.5852,879.2271
Italy,1982,830.8609,0.664,830.1969
Italy,1983,1616.8753,147.5955,1469.2798
Italy,1984,1566.2086,551.9361,1014.2725
Italy,1985,1399.5179,0,1399.5179
Italy,1986,2372.8605,0,2372.8605
Italy,1987,5444.0606,0,5444.0606
Italy,1988,4257.9113,0,4257.9113
Italy,1989,3731.777,0,3731.777
Italy,1990,2522.8035,0,2522.8035
Italy,1991,3421.0156,0,3421.0156
Italy,1992,3453.951,0,3453.951
Italy,1993,1958.2202,277.4198,1680.8005
Italy,1994,2204.9746,524.993,1679.9816
Italy,1995,4596.7352,0,4596.7352
Italy,1996,1071.6814,0,1071.6814
Italy,1997,2491.2917,0,2491.2917
Italy,1998,1323.1703,0,1323.1703
Italy,1999,1428.2167,0,1428.2167
Italy,2000,1591.4985,0.0924,1591.4061
Italy,2001,1257.7323,0,1257.7323
Italy,2002,2207.516,0,2207.516
Italy,2003,1984.817,0.0356,1984.7814
Italy,2004,3724.572,0,3724.572
Italy,2005,3360.0712,0,3360.0712
Italy,2006,3035.9167,0,3035.9167
Italy,2007,1555.9703,0,1555.9703
Italy,2008,2328.963,0,2328.963
Italy,2009,1165.0558,0,1165.0558
Italy,2010,1039.6442,0,1039.6442
Italy,2011,1742.0803,0,1742.0803
Italy,2012,904.3886,0,904.3886
Italy,2013,887.5464,0,887.5464
Japan,1953,0,326.033,-326.033
Japan,1955,0,42.9844,-42.9844
Japan,1956,0,262.7728,-262.7728
Japan,1957,0,56.7719,-56.7719
Japan,1958,0,1330.0848,-1330.0848
Japan,1959,0,437.9547,-437.9547
Japan,1960,0,527.1678,-527.1678
Japan,1961,0,959.795,-959.795
Japan,1963,0,557.6642,-557.6642
Japan,1964,0,544.9491,-544.9491
Japan,1965,0,890.8791,-890.8791
Japan,1966,0,701.7354,-701.7354
Japan,1973,5202.4246,0,5202.4246
Japan,1974,7602.3262,0,7602.3262
Japan,1975,5515.9621,0,5515.9621
Japan,1976,3741.8861,0,3741.8861
Japan,1977,6628.1527,0,6628.1527
Japan,1978,5562.9657,0,5562.9657
Japan,1979,6498.4907,0,6498.4907
Japan,1980,8777.822,264.7689,8513.0531
Japan,1981,8265.3537,446.9208,7818.4329
Japan,1982,9638.2089,0,9638.2089
Japan,1983,8208.7716,0,8208.7716
Japan,1984,9453.2281,166.8321,9286.396
Japan,1985,9694.4213,269.8765,9424.5448
Japan,1986,6589.3869,130.5597,6458.8272
Japan,1987,10123.5169,525.1233,9598.3936
Japan,1988,15768.989,0,15768.989
Japan,1989,9639.601,0,9639.601
Japan,1990,13508.1266,0,13508.1266
Japan,1991,16583.5662,0,16583.5662
Japan,1992,13432.1329,0,13432.1329
Japan,1993,14949.3128,0,14949.3128
Japan,1994,11788.5218,0,11788.5218
Japan,1995,15879.2441,0,15879.2441
Japan,1996,22148.0582,0,22148.0582
Japan,1997,22350.784,0,22350.784
Japan,1998,23334.6342,0,23334.6342
Japan,1999,27851.5223,277.9973,27573.525
Japan,2000,13313.1712,0,13313.1712
Japan,2001,13064.4457,0,13064.4457
Japan,2002,11644.3664,0,11644.3664
Japan,2003,20768.8328,0,20768.8328
Japan,2004,16251.242,0,16251.242
Japan,2005,21406.4802,0,21406.4802
Japan,2006,19415.6933,0,19415.6933
Japan,2007,21795.7413,0,21795.7413
Japan,2008,19747.5161,0,19747.5161
Japan,2009,16444.0411,0,16444.0411
Japan,2010,18850.029,0.1247,18849.9043
Japan,2011,15527.5415,0,15527.5415
Japan,2012,17446.9403,0,17446.9403
Japan,2013,17450.1456,0,17450.1456
Kenya,1960,0,45.4175,-45.4175
Kenya,1961,0,67.1856,-67.1856
Kenya,1964,0,53.0417,-53.0417
Kenya,1965,0,22.0938,-22.0938
Kenya,1966,0,49.1215,-49.1215
Kenya,1967,0,80.6208,-80.6208
Kenya,1968,0,111.9841,-111.9841
Kenya,1969,0,177.1545,-177.1545
Kenya,1970,0,185.1693,-185.1693
Kenya,1971,0,292.8085,-292.8085
Kenya,1972,0,191.574,-191.574
Kenya,1973,0,544.8538,-544.8538
Kenya,1974,0,1002.52,-1002.52
Kenya,1975,0,1320.1135,-1320.1135
Kenya,1976,0,623.2346,-623.2346
Kenya,1977,0,1057.8082,-1057.8082
Kenya,1978,0,1359.0922,-1359.0922
Kenya,1979,0,1414.6128,-1414.6128
Kenya,1980,0,1158.1236,-1158.1236
Kenya,1981,0,1049.9134,-1049.9134
Kenya,1982,0,2050.9607,-2050.9607
Kenya,1983,0,1653.1399,-1653.1399
Kenya,1984,0,1598.0249,-1598.0249
Kenya,1985,0,1441.3222,-1441.3222
Kenya,1986,0,937.5035,-937.5035
Kenya,1987,0,1345.5379,-1345.5379
Kenya,1988,0,1942.5397,-1942.5397
Kenya,1989,0,2455.0189,-2455.0189
Kenya,1990,0,2561.9812,-2561.9812
Kenya,1991,0,1371.9769,-1371.9769
Kenya,1992,0,1088.8238,-1088.8238
Kenya,1993,0,639.1908,-639.1908
Kenya,1994,0,610.4483,-610.4483
Kenya,1995,0,619.7318,-619.7318
Kenya,1996,0,1089.0158,-1089.0158
Kenya,1997,0,875.2358,-875.2358
Kenya,1998,0,533.0179,-533.0179
Kenya,1999,0,830.0225,-830.0225
Kenya,2000,0,2028.0254,-2028.0254
Kenya,2001,0,899.6477,-899.6477
Kenya,2002,0,483.88,-483.88
Kenya,2003,0,1402.8915,-1402.8915
Kenya,2004,0,1811.8579,-1811.8579
Kenya,2005,0,1313.0679,-1313.0679
Kenya,2006,0,1849.822,-1849.822
Kenya,2007,0,2856.895,-2856.895
Kenya,2008,0,1629.3471,-1629.3471
Kenya,2009,0,3337.474,-3337.474
Kenya,2010,0,3817.3193,-3817.3193
Kenya,2011,0,3151.5603,-3151.5603
Kenya,2012,0,4694.5684,-4694.5684
Kenya,2013,0,3226.4056,-3226.4056
Kenya,9999,0,3.3807,-3.3807
Korea,1962,0,107.5988,-107.5988
Korea,1967,0,78.4804,-78.4804
Korea,1968,0,104.9236,-104.9236
Korea,1969,0,705.2374,-705.2374
Korea,1970,0,647.2847,-647.2847
